id,name,region
4805031,Starland County,Alberta
4803024,Stavely,Alberta
4807026,Stettler,Alberta
4807019,Stettler County No. 6,Alberta
4802009,Stirling,Alberta
4815802,"Stoney 142, 143, 144",Alberta
4811048,Stony Plain,Alberta
4811804,Stony Plain 135,Alberta
4811052,Strathcona County,Alberta
4805018,Strathmore,Alberta
4807041,Strome,Alberta
4811059,Sturgeon County,Alberta
4818816,Sturgeon Lake 154,Alberta
4818818,Sturgeon Lake 154A,Alberta
4817829,Sucker Creek 150A,Alberta
4808027,Sunbreaker Cove,Alberta
4809809,Sunchild 202,Alberta
4811020,Sundance Beach,Alberta
4806036,Sundre,Alberta
4813017,Sunrise Beach,Alberta
4813047,Sunset Beach,Alberta
4813011,Sunset Point,Alberta
4817024,Swan Hills,Alberta
4817831,Swan River 150E,Alberta
4808012,Sylvan Lake,Alberta
4802021,Taber,Alberta
4802022,Taber,Alberta
4817838,Tall Cree 173,Alberta
4817840,Tall Cree 173A,Alberta
4816861,Thabacha Nare 196A,Alberta
4816860,Thebathi 196,Alberta
4813036,Thorhild County No. 7,Alberta
4811021,Thorsby,Alberta
4805048,Three Hills,Alberta
4802032,Tilley,Alberta
4810018,Tofield,Alberta
4805049,Trochu,Alberta
4806804,Tsuu T'ina Nation 145 (Sarcee 145),Alberta
4806009,Turner Valley,Alberta
4810052,Two Hills,Alberta
4810048,Two Hills County No. 21,Alberta
4812802,Unipouheos 121,Alberta
4817849,Upper Hay River 212,Alberta
4817824,Utikoomak Lake 155,Alberta
4817827,Utikoomak Lake 155A,Alberta
4813005,Val Quentin,Alberta
4818018,Valleyview,Alberta
4802029,Vauxhall,Alberta
4810028,Vegreville,Alberta
4810042,Vermilion,Alberta
4810036,Vermilion River County,Alberta
4804021,Veteran,Alberta
4810022,Viking,Alberta
4812024,Vilna,Alberta
4805006,Vulcan,Alberta
4805001,Vulcan County,Alberta
4811045,Wabamun,Alberta
4811806,Wabamun 133A,Alberta
4811807,Wabamun 133B,Alberta
4817818,Wabasca 166,Alberta
4817819,Wabasca 166A,Alberta
4817821,Wabasca 166B,Alberta
4817822,Wabasca 166C,Alberta
4817823,Wabasca 166D,Alberta
4807054,Wainwright,Alberta
4807049,Wainwright No. 61,Alberta
4815030,Waiparous,Alberta
4811024,Warburg,Alberta
4802006,Warner,Alberta
4802001,Warner County No. 5,Alberta
4812026,Waskatenau,Alberta
4819011,Wembley,Alberta
4813057,West Baptiste,Alberta
4813006,West Cove,Alberta
4813031,Westlock,Alberta
4813028,Westlock County,Alberta
4811002,Wetaskiwin,Alberta
4811001,Wetaskiwin County No. 10,Alberta
4805012,Wheatland County,Alberta
4813061,Whispering Hills,Alberta
4812808,White Fish Lake 128,Alberta
4807027,White Sands,Alberta
4813030,Whitecourt,Alberta
4810056,Willingdon,Alberta
4803018,Willow Creek No. 26,Alberta
4816037,Wood Buffalo,Alberta
4817856,Woodland Cree 226,Alberta
4817857,Woodland Cree 228,Alberta
4813029,Woodlands County,Alberta
4814003,Yellowhead County,Alberta
4813007,Yellowstone,Alberta
4804019,Youngstown,Alberta
5933845,105 Mile Post 2,British Columbia 
5909052,Abbotsford,British Columbia 
5941844,Agats Meadow 8,British Columbia 
5923801,Ahahswinis 1,British Columbia 
5924803,Ahaminaquus 12,British Columbia 
5909835,Aitchelitch 9,British Columbia 
5923802,Alberni 2,British Columbia 
5923047,Alberni-Clayoquot A,British Columbia 
5923033,Alberni-Clayoquot B,British Columbia 
5923049,Alberni-Clayoquot C,British Columbia 
5923035,Alberni-Clayoquot D,British Columbia 
5923037,Alberni-Clayoquot E,British Columbia 
5923039,Alberni-Clayoquot F,British Columbia 
5909876,Albert Flat 5,British Columbia 
5943008,Alert Bay,British Columbia 
5943837,Alert Bay,British Columbia 
5941882,Alexandria,British Columbia 
5907808,Alexis 9,British Columbia 
5941847,Alexis Creek  6,British Columbia 
5941817,Alexis Creek 14,British Columbia 
5941818,Alexis Creek 16,British Columbia 
5941842,Alexis Creek 17,British Columbia 
5941848,Alexis Creek 21,British Columbia 
5941819,Alexis Creek 24,British Columbia 
5941820,Alexis Creek 25,British Columbia 
5941856,Alexis Creek 34,British Columbia 
5941801,Alkali Lake 1,British Columbia 
5941873,Alkali Lake 4A,British Columbia 
5923803,Anacla 12,British Columbia 
5941821,Anahim's Flat 1,British Columbia 
5941883,Anahim's Meadow,British Columbia 
5915038,Anmore,British Columbia 
5937028,Armstrong,British Columbia 
5933019,Ashcroft,British Columbia 
5933844,Ashcroft 4,British Columbia 
5907809,Ashnola 10,British Columbia 
5951828,Babine  6,British Columbia 
5949819,Babine 17,British Columbia 
5951829,Babine 25,British Columbia 
5951847,Babine Lake 21B,British Columbia 
5941881,Baezaeko River 27,British Columbia 
5941849,Baptiste Meadow 2,British Columbia 
5915809,Barnston Island 3,British Columbia 
5933074,Barriere,British Columbia 
5933828,Basque 18,British Columbia 
5917809,Becher Bay 1,British Columbia 
5915036,Belcarra,British Columbia 
5945801,Bella Bella 1,British Columbia 
5945802,Bella Coola 1,British Columbia 
5941861,Betty Creek 18,British Columbia 
5951805,Binche 2 (Pinchie 2),British Columbia 
5941859,Blackwater Meadow 11,British Columbia 
5907806,Blind Creek 6,British Columbia 
5955803,Blueberry River 205,British Columbia 
5933812,Bonaparte 3,British Columbia 
5933897,Boothroyd 8A (Part),British Columbia 
5909836,Boston Bar 1A,British Columbia 
5915062,Bowen Island,British Columbia 
5931813,Bridge River 1,British Columbia 
5909847,Bucktum 4,British Columbia 
5949820,Bulkley River 19,British Columbia 
5951051,Bulkley-Nechako A,British Columbia 
5951028,Bulkley-Nechako B,British Columbia 
5951015,Bulkley-Nechako C,British Columbia 
5951017,Bulkley-Nechako D,British Columbia 
5951031,Bulkley-Nechako E,British Columbia 
5951019,Bulkley-Nechako F,British Columbia 
5951053,Bulkley-Nechako G,British Columbia 
5915025,Burnaby,British Columbia 
5951022,Burns Lake,British Columbia 
5951815,Burns Lake 18,British Columbia 
5915806,Burrard Inlet 3,British Columbia 
5933024,Cache Creek,British Columbia 
5941858,Cahoose 10,British Columbia 
5941860,Cahoose 12,British Columbia 
5924034,Campbell River,British Columbia 
5924804,Campbell River 11,British Columbia 
5901043,Canal Flats,British Columbia 
5941802,Canim Lake 1,British Columbia 
5941813,Canim Lake 2,British Columbia 
5941803,Canim Lake 4,British Columbia 
5933814,Canoe Creek 1,British Columbia 
5933821,Canoe Creek 2,British Columbia 
5941804,Canoe Creek 3,British Columbia 
5924817,Cape Mudge 10,British Columbia 
5915808,Capilano 5,British Columbia 
5917027,Capital F,British Columbia 
5917029,Capital G,British Columbia 
5917054,Capital H (Part 1),British Columbia 
5917056,Capital H (Part 2),British Columbia 
5941019,Cariboo A,British Columbia 
5941021,Cariboo B,British Columbia 
5941026,Cariboo C,British Columbia 
5941010,Cariboo D,British Columbia 
5941012,Cariboo E,British Columbia 
5941014,Cariboo F,British Columbia 
5941015,Cariboo G,British Columbia 
5941016,Cariboo H,British Columbia 
5941027,Cariboo I,British Columbia 
5941039,Cariboo J,British Columbia 
5941041,Cariboo K,British Columbia 
5941017,Cariboo L,British Columbia 
5901805,Cassimayooks (Mayook) 5,British Columbia 
5903045,Castlegar,British Columbia 
5931814,Cayoosh Creek 1,British Columbia 
5945006,Central Coast A,British Columbia 
5945010,Central Coast C,British Columbia 
5945012,Central Coast D,British Columbia 
5945014,Central Coast E,British Columbia 
5903010,Central Kootenay A,British Columbia 
5903013,Central Kootenay B,British Columbia 
5903017,Central Kootenay C,British Columbia 
5903039,Central Kootenay D,British Columbia 
5903041,Central Kootenay E,British Columbia 
5903043,Central Kootenay F,British Columbia 
5903047,Central Kootenay G,British Columbia 
5903052,Central Kootenay H,British Columbia 
5903056,Central Kootenay I,British Columbia 
5903058,Central Kootenay J,British Columbia 
5903060,Central Kootenay K,British Columbia 
5935012,Central Okanagan,British Columbia 
5935020,Central Okanagan J,British Columbia 
5917015,Central Saanich,British Columbia 
5941827,Charley Boy's Meadow 3,British Columbia 
5933054,Chase,British Columbia 
5909804,Chawathil 4,British Columbia 
5931801,Cheakamus 11,British Columbia 
5909837,Cheam 1,British Columbia 
5909839,Chehalis 5,British Columbia 
5929801,Chekwelp 26,British Columbia 
5919804,Chemainus 13,British Columbia 
5924805,Chenahkint 12,British Columbia 
5951818,Cheslatta 1,British Columbia 
5955010,Chetwynd,British Columbia 
5941828,Chilco Lake 1,British Columbia 
5941829,Chilco Lake 1A,British Columbia 
5931815,Chilhil 6,British Columbia 
5909020,Chilliwack,British Columbia 
5907805,Chopaka 7 & 8,British Columbia 
5933810,Chuchhraischin,British Columbia 
5907807,Chuchuwayha 2,British Columbia 
5939801,Chum Creek 2,British Columbia 
5923804,Clakamucus 2,British Columbia 
5933067,Clearwater,British Columbia 
5933028,Clinton,British Columbia 
5941835,Coglistiko River 29,British Columbia 
5937010,Coldstream,British Columbia 
5933801,Coldwater 1,British Columbia 
5917801,Cole Bay 3,British Columbia 
5901804,Columbia Lake 3,British Columbia 
5939011,Columbia-Shuswap A,British Columbia 
5939023,Columbia-Shuswap B,British Columbia 
5939037,Columbia-Shuswap C,British Columbia 
5939039,Columbia-Shuswap D,British Columbia 
5939043,Columbia-Shuswap E,British Columbia 
5939044,Columbia-Shuswap F,British Columbia 
5917041,Colwood,British Columbia 
5926005,Comox,British Columbia 
5926801,Comox 1,British Columbia 
5926021,Comox Valley A,British Columbia 
5926022,Comox Valley B (Lazo North),British Columbia 
5926024,Comox Valley C (Puntledge - Black Creek),British Columbia 
5915034,Coquitlam,British Columbia 
5915805,Coquitlam 1,British Columbia 
5915804,Coquitlam 2,British Columbia 
5949810,Coryatsaqua (Moricetown) 2,British Columbia 
5926010,Courtenay,British Columbia 
5919822,Cowichan,British Columbia 
5919812,Cowichan Lake,British Columbia 
5919043,Cowichan Valley A,British Columbia 
5919046,Cowichan Valley B,British Columbia 
5919049,Cowichan Valley C,British Columbia 
5919013,Cowichan Valley D,British Columbia 
5919051,Cowichan Valley E,British Columbia 
5919033,Cowichan Valley F,British Columbia 
5919015,Cowichan Valley G,British Columbia 
5919017,Cowichan Valley H,British Columbia 
5919035,Cowichan Valley I,British Columbia 
5901022,Cranbrook,British Columbia 
5903004,Creston,British Columbia 
5903807,Creston 1,British Columbia 
5926014,Cumberland,British Columbia 
5955014,Dawson Creek,British Columbia 
5943807,Dead Point 5,British Columbia 
5949845,Dease Lake 9,British Columbia 
5941805,Deep Creek 2,British Columbia 
5915011,Delta,British Columbia 
5941806,Dog Creek 1,British Columbia 
5941807,Dog Creek 2,British Columbia 
5955804,Doig River 206,British Columbia 
5947807,Dolphin Island 1,British Columbia 
5909842,Douglas 8,British Columbia 
5933802,Douglas Lake 3,British Columbia 
5935801,Duck Lake 7,British Columbia 
5919012,Duncan,British Columbia 
5951821,Duncan Lake 2,British Columbia 
5951814,Dzitline Lee 9,British Columbia 
5901017,East Kootenay A,British Columbia 
5901019,East Kootenay B,British Columbia 
5901035,East Kootenay C,British Columbia 
5901037,East Kootenay E,British Columbia 
5901046,East Kootenay F,British Columbia 
5901048,East Kootenay G,British Columbia 
5955801,East Moberly Lake 169,British Columbia 
5917803,East Saanich 2,British Columbia 
5924836,Ehatis 11,British Columbia 
5923805,Elhlateese 2,British Columbia 
5901003,Elkford,British Columbia 
5937033,Enderby,British Columbia 
5937802,Enderby 2,British Columbia 
5923823,Esowista 3,British Columbia 
5917811,Esquimalt,British Columbia 
5917040,Esquimalt,British Columbia 
5919820,Est-Patrolas 4,British Columbia 
5941866,Euchinico Creek 17,British Columbia 
5901012,Fernie,British Columbia 
5941871,Fishtrap 19,British Columbia 
5957803,Five Mile Point  3,British Columbia 
5959805,Fontas 1,British Columbia 
5953801,Fort George (Shelley) 2,British Columbia 
5959806,Fort Nelson 2,British Columbia 
5943804,Fort Rupert 1,British Columbia 
5951013,Fort St. James,British Columbia 
5955034,Fort St. John,British Columbia 
5955807,Fort Ware 1,British Columbia 
5931816,Fountain  1,British Columbia 
5931842,Fountain  1B,British Columbia 
5931817,Fountain  3,British Columbia 
5931818,Fountain 10,British Columbia 
5931819,Fountain 11,British Columbia 
5931820,Fountain 12,British Columbia 
5931822,Fountain Creek 8,British Columbia 
5951822,Francois Lake 7,British Columbia 
5951009,Fraser Lake,British Columbia 
5909014,Fraser Valley A,British Columbia 
5909016,Fraser Valley B,British Columbia 
5909048,Fraser Valley C,British Columbia 
5909034,Fraser Valley D,British Columbia 
5909036,Fraser Valley E,British Columbia 
5909060,Fraser Valley F,British Columbia 
5909062,Fraser Valley G,British Columbia 
5953038,Fraser-Fort George A,British Columbia 
5953042,Fraser-Fort George C,British Columbia 
5953044,Fraser-Fort George D,British Columbia 
5953046,Fraser-Fort George E,British Columbia 
5953048,Fraser-Fort George F,British Columbia 
5953050,Fraser-Fort George G,British Columbia 
5953019,Fraser-Fort George H,British Columbia 
5905005,Fruitvale,British Columbia 
5917805,Galiano Island 9,British Columbia 
5941884,Garden,British Columbia 
5929005,Gibsons,British Columbia 
5949812,Gitanmaax 1,British Columbia 
5949815,Gitanyow 1,British Columbia 
5949814,Gitsegukla 1,British Columbia 
5949816,Gitwangak 1,British Columbia 
5924025,Gold River,British Columbia 
5939007,Golden,British Columbia 
5957804,Good Hope Lake,British Columbia 
5917815,Gordon River 2,British Columbia 
5905032,Grand Forks,British Columbia 
5951032,Granisle,British Columbia 
5915020,Greater Vancouver A,British Columbia 
5905042,Greenwood,British Columbia 
5949843,Guhthe Tah 12,British Columbia 
5943808,Gwayasdums 1,British Columbia 
5949811,Hagwilget 1,British Columbia 
5919801,Halalt 2,British Columbia 
5955808,Halfway River 168,British Columbia 
5933813,Halhalaeden,British Columbia 
5933803,Hamilton Creek 2,British Columbia 
5937805,Harris 3,British Columbia 
5909027,Harrison Hot Springs,British Columbia 
5949022,Hazelton,British Columbia 
5923806,Hesquiat 1,British Columbia 
5933819,High Bar 1,British Columbia 
5917049,Highlands,British Columbia 
5909879,Holachten 8,British Columbia 
5924840,Homalco 9,British Columbia 
5909009,Hope,British Columbia 
5943836,Hope Island 1,British Columbia 
5943809,Hopetown 10A,British Columbia 
5924806,Houpsitas 6,British Columbia 
5951034,Houston,British Columbia 
5955025,Hudson's Hope,British Columbia 
5939802,Hustalen 1,British Columbia 
5955812,Ingenika Point,British Columbia 
5909805,Inkahtsaph 6,British Columbia 
5933833,Inkluckcheen,British Columbia 
5933825,Inklyuhkinatko 2,British Columbia 
5901039,Invermere,British Columbia 
5901802,Isidore's Ranch 4,British Columbia 
5949832,Iskut 6,British Columbia 
5923807,Ittatsoo 1,British Columbia 
5951830,Jean Baptiste 28,British Columbia 
5933805,Joeyaska 2,British Columbia 
5941811,Johny Sticks 2,British Columbia 
5909819,Kahmoose 4,British Columbia 
5959809,Kahntah 3,British Columbia 
5933042,Kamloops,British Columbia 
5933880,Kamloops 1,British Columbia 
5933882,Kanaka Bar,British Columbia 
5903023,Kaslo,British Columbia 
5945803,Katit 1,British Columbia 
5915830,Katzie 1,British Columbia 
5915813,Katzie 2,British Columbia 
5935010,Kelowna,British Columbia 
5909032,Kent,British Columbia 
5907009,Keremeos,British Columbia 
5919808,Kil-pah-las 3,British Columbia 
5901028,Kimberley,British Columbia 
5943815,Kippase 2,British Columbia 
5949813,Kispiox 1,British Columbia 
5949803,Kitamaat 2,British Columbia 
5949802,Kitasoo 1,British Columbia 
5949005,Kitimat,British Columbia 
5949039,Kitimat-Stikine A,British Columbia 
5949028,Kitimat-Stikine B,British Columbia 
5949013,Kitimat-Stikine C (Part 1),British Columbia 
5949020,Kitimat-Stikine C (Part 2),British Columbia 
5949041,Kitimat-Stikine D,British Columbia 
5949018,Kitimat-Stikine E,British Columbia 
5949038,Kitimat-Stikine F,British Columbia 
5949844,Kitselas 1,British Columbia 
5949804,Kitsumkaylum 1,British Columbia 
5933823,Kitzowit 20,British Columbia 
5933829,Klahkamich 17,British Columbia 
5933830,Klahkowit 5,British Columbia 
5933831,Kleetlekut 22,British Columbia 
5923822,Klehkoot 2,British Columbia 
5933832,Klickkumcheen 18,British Columbia 
5933861,Kloklowuck 7,British Columbia 
5949830,Kluachon Lake 1,British Columbia 
5941833,Kluskus 1,British Columbia 
5901803,Kootenay 1,British Columbia 
5905026,Kootenay Boundary A,British Columbia 
5905030,Kootenay Boundary B,British Columbia 
5905050,Kootenay Boundary C,British Columbia 
5905052,Kootenay Boundary D,British Columbia 
5905054,Kootenay Boundary E,British Columbia 
5909806,Kopchitchin 2,British Columbia 
5931802,Kowtain 17,British Columbia 
5949805,Kshish 4,British Columbia 
5947806,Kulkayu (Hartley Bay) 4,British Columbia 
5949807,Kulspai 6,British Columbia 
5933834,Kumcheen 1,British Columbia 
