id,name,region
4809002,Clearwater County,Alberta
4804014,Oyen,Alberta
4810001,Camrose County,Alberta
4818818,Sturgeon Lake 154A,Alberta
4812018,St. Paul,Alberta
4815015,Bighorn No. 8,Alberta
4803021,Granum,Alberta
4810006,Edberg,Alberta
4808811,Samson 137,Alberta
4812037,Lac la Biche County,Alberta
4817033,Lesser Slave River No.124,Alberta
4804006,Empress,Alberta
4802008,Raymond,Alberta
4810019,Ryley,Alberta
4818018,Valleyview,Alberta
4806008,Longview,Alberta
4817845,Hay Lake 209,Alberta
4802031,Newell County No. 4,Alberta
4806036,Sundre,Alberta
4811806,Wabamun 133A,Alberta
4802039,Bassano,Alberta
4809005,Burnstick Lake,Alberta
4810034,Mannville,Alberta
4811018,Devon,Alberta
4812804,Puskiakiwenin 122,Alberta
4811011,Millet,Alberta
4804019,Youngstown,Alberta
4817832,Sawridge 150G,Alberta
